"Scenario","Attribute","Commodity","Process","Period","Value","Sector","Subsector","Technology","Fuel","Enduse","Unit","Parameters","FuelGroup","FuelSourceProcess","CommoditySet","ProcessSet","Technology_Group"
"Tui","VAR_FOut","DARY-MoTP-Stat","DARY-MoTP-Stat-ELC-VSD-Mtr","2060","0.077812","Industry","Dairy Product Manufacturing","Stationary Motor with VSD","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-COA-BLR15","2018","6.623100","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-COA-BLR15","2025","0.985212","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-COA-BLR15","2030","0.016899","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-COA-BLR15","2018","6.623100","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-COA-BLR15","2025","2.278310","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-COA-BLR15","2030","2.188385","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-COA-BLR15","2035","0.870671","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2025","2.335635","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2030","2.359037","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2035","2.374422","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2040","2.387150","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2045","2.343796","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2050","2.320394","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2055","2.287719","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2060","2.255504","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2025","0.695263","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2030","1.580179","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2035","2.339022","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2040","2.329184","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2045","1.986664","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2050","1.230252","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2055","1.429582","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HPmp","2060","2.315060","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2025","1.348095","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2030","1.338279","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2035","1.323977","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2040","1.305333","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2045","1.286952","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2050","1.268830","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2055","1.250963","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2060","1.233347","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2025","1.364572","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2030","1.328619","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2035","1.293608","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2040","1.275304","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2045","1.272942","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2050","1.270595","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2055","1.268261","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-ELC-HRCVR","2060","1.265913","Industry","Dairy Product Manufacturing","Heat Recovery System (Heating)","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-BLR15","2018","2.716900","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-BLR15","2025","0.363518","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-BLR15","2030","0.082143","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-BLR15","2018","2.716900","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-BLR15","2025","2.262737","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-BLR15","2030","1.044465","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-BLR15","2035","0.832305","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-BLR15","2040","0.634160","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-Boiler","2055","0.166703","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-NGA-Boiler","2060","0.116692","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2025","4.201070","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2030","5.369935","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2035","5.369935","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2040","5.248153","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2045","5.183994","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2050","5.101391","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2055","4.862852","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2060","4.842036","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2025","2.745500","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2030","2.958482","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2035","3.524722","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2040","4.496309","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2045","5.459177","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2050","6.201857","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2055","5.988874","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_DRY","DARY-PH-MVR_DRY-WOD-Boiler","2060","5.089664","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2025","22.927948","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2030","29.712175","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2035","36.326823","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2040","42.777313","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2045","48.657018","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2050","47.971844","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2055","47.296320","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2060","46.630291","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2025","23.550886","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2030","29.346958","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2035","35.178639","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2040","41.641979","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2045","48.127333","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2050","48.038570","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2055","47.950324","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan","2060","47.861561","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2018","51.590000","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2025","28.040765","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2030","20.885387","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2035","13.730010","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2040","6.574632","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2018","51.590000","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2025","28.040765","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2030","20.885387","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2035","13.730010","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_Fan","DARY-PH-MVR_Fan-ELC-Fan15","2040","6.574632","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat MVR Fan","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-COA-BLR15","2018","1.763600","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-COA-BLR15","2025","0.136568","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-COA-BLR15","2030","0.004211","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-COA-BLR15","2018","1.763600","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-COA-BLR15","2025","0.142571","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-COA-BLR15","2030","0.485131","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-COA-BLR15","2035","0.237006","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2025","1.118423","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2030","1.110279","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2035","1.098413","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2040","1.082946","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2045","1.067697","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
